OBJECTID,Asset ID,Suburb,Street,Parking restriction Sign Type,Sign Category,Sign Status,Sign owner,BCC Code For Signs,Sign Direction,Sign is Temporary,Related Signs,Multi-sign Plate,Additional Sign Text,ParkingRestrictionDaysandTimes,SAP Object Number,SAP ID Number,Parking Restriction Code,GlobalID,geo_shape,geo_point_2d,Suburb_List,Latitude,Longitude,Parking_Restriction_Type
41605,SN-10-1000-1311093,BRISBANE CITY,DIDDAMS LANE,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45ZL,Left,0,1,0,"2 MIN MAX,20 MINS MAX",MON-FRI:5:00AM-7:00PM,000000000100352117,IE000000000100352117,45,1106c35d-743e-42f9-ab19-6a89e0e52aec,"{""coordinates"": [153.0321594296983, -27.462058122210596], ""type"": ""Point""}","-27.462058122210596, 153.0321594296983","B, BRISBANE CITY",-27.462058122210596,153.0321594296983,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
41606,SN-20-2000-2393574,CLAYFIELD,ROSEBY AVENUE,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYR,Right,0,1,1,2 MIN MAX,"null:7 AM-9 AM ,SCHOOL DAYS:2:00PM-4:00PM",000000000100407546,IE000000000100407546,43,5274b986-dc93-453e-bfef-36a96902379f,"{""coordinates"": [153.05071471093478, -27.41772800409991], ""type"": ""Point""}","-27.41772800409991, 153.05071471093478","C, CLAYFIELD",-27.41772800409991,153.05071471093478,Loading Zone Passengers 2 Min. Max
41621,SN-10-1000-1315577,HAMILTON,HARBOUR ROAD,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45TR,Right,0,1,0,"2 MIN MAX,20 MINS MAX",MON-FRI:7:00AM-7:00PM,000000000100344968,IE000000000100344968,45,cf992b84-1ebb-4b09-9e82-e4d8056e9635,"{""coordinates"": [153.066015170209, -27.439280619740366], ""type"": ""Point""}","-27.439280619740366, 153.066015170209","H, HAMILTON",-27.439280619740366,153.066015170209,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
41648,SN-10-1000-1253190,BRISBANE CITY,ANN STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43R,Right,0,1,0,2 MIN MAX,,000000000100352572,IE000000000100352572,43,f689becd-82c2-42b4-919a-e958bd83a230,"{""coordinates"": [153.02274955919296, -27.469045420480747], ""type"": ""Point""}","-27.469045420480747, 153.02274955919296","B, BRISBANE CITY",-27.469045420480747,153.02274955919296,Loading Zone Passengers 2 Min. Max
41652,SN-20-2000-2520312,MITCHELTON,HAY STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43ZYL,Left,0,1,0,2 MIN MAX,":7:00AM-9:00AM ,SCHOOLDAYS:2:00PM-3:15PM",000000000100445587,IE000000000100445587,43,3a8f4427-b48c-44d6-8961-aa1328f39b0a,"{""coordinates"": [152.97005842451094, -27.41313876256413], ""type"": ""Point""}","-27.41313876256413, 152.97005842451094","M, MITCHELTON",-27.41313876256413,152.97005842451094,Loading Zone Passengers 2 Min. Max
41689,SN-20-2000-2410429,WEST END,TARABAY LANE,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45ZL,Left,0,1,0,"2 MIN MAX,20 MINS MAX",MON-SAT:6:00AM-6:00PM,000000000100432720,IE000000000100432720,45,8251e4f7-8cca-4d41-83de-b824a05de88f,"{""coordinates"": [153.00284661799506, -27.483057954715335], ""type"": ""Point""}","-27.483057954715335, 153.00284661799506","W, WEST END",-27.483057954715335,153.00284661799506,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
41703,SN-10-1000-1192630,MILTON,PARK ROAD,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45ZL,Left,0,1,1,"2 MIN MAX,20 MINS MAX",MON-FRI:9am-7pm,000000000100345837,IE000000000100345837,45,cf901e2c-008a-49a6-aafd-148ae882b419,"{""coordinates"": [153.00454485753883, -27.470535319662865], ""type"": ""Point""}","-27.470535319662865, 153.00454485753883","M, MILTON",-27.470535319662865,153.00454485753883,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
41704,SN-10-1000-1220296,FORTITUDE VALLEY,BRUNSWICK STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45AL,Left,0,1,1,"2 MIN MAX,20 MINS MAX",ALL OTHER TIMES:-,000000000100353162,IE000000000100353162,45,f1c2fda4-0cb9-49cb-b604-bf3612bbb2e2,"{""coordinates"": [153.03341531167837, -27.45731354657805], ""type"": ""Point""}","-27.45731354657805, 153.03341531167837","F, FORTITUDE VALLEY",-27.45731354657805,153.03341531167837,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
41706,SN-20-2000-2592045,BALD HILLS,GYMPIE ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYD,Bi-Directional,0,1,0,2 MIN MAX,"null:7 AM-9 AM ,SCHOOL DAYS:2 PM-4 PM",000000000100445630,IE000000000100445630,43,d90ac5a8-76dd-41cc-9a25-c97aea35ba13,"{""coordinates"": [153.0077992231965, -27.32069626080042], ""type"": ""Point""}","-27.32069626080042, 153.0077992231965","B, BALD HILLS",-27.32069626080042,153.0077992231965,Loading Zone Passengers 2 Min. Max
41719,SN-10-1000-1163931,WOOLLOONGABBA,GIBBON STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45WR,Right,0,1,1,"2 MINS MAX,20 MINS MAX",MON-FRI:7am-6pm,000000000100353315,IE000000000100353315,45,80e4407f-9afa-4197-b4de-6f2e68c52fd5,"{""coordinates"": [153.0352059685709, -27.486776035456415], ""type"": ""Point""}","-27.486776035456415, 153.0352059685709","W, WOOLLOONGABBA",-27.486776035456415,153.0352059685709,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
41757,SN-10-1000-1130460,SPRING HILL,LEICHHARDT STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43R,Right,0,1,1,2 MINS MAX,,000000000100346389,IE000000000100346389,43,78772e0a-f393-4291-b97d-6e362c991654,"{""coordinates"": [153.02438339757597, -27.46265751571567], ""type"": ""Point""}","-27.46265751571567, 153.02438339757597","S, SPRING HILL",-27.46265751571567,153.02438339757597,Loading Zone Passengers 2 Min. Max
41769,SN-10-1000-1298908,BALMORAL,BALMORAL STATE HIGH SCHOOL ACCESS,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYR,Right,0,1,0,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100353823,IE000000000100353823,43,45ba4c79-f178-4437-896c-0ccad4a52523,"{""coordinates"": [153.07274515882054, -27.455952898900776], ""type"": ""Point""}","-27.455952898900776, 153.07274515882054","B, BALMORAL",-27.455952898900776,153.07274515882054,Loading Zone Passengers 2 Min. Max
41819,SN-10-1000-1163380,SOUTH BRISBANE,STEPHENS ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYD,Bi-Directional,0,1,1,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100347049,IE000000000100347049,43,dacc1b3e-eb61-4ee6-acb8-8e0c617657e3,"{""coordinates"": [153.0229951314988, -27.483589005793785], ""type"": ""Point""}","-27.483589005793785, 153.0229951314988","S, SOUTH BRISBANE",-27.483589005793785,153.0229951314988,Loading Zone Passengers 2 Min. Max
41820,SN-10-1000-1227521,SHERWOOD,MCCULLA STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYR,Right,0,1,0,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100354304,IE000000000100354304,43,194aec8f-a458-4ed2-ad67-1dbb5abe0d8d,"{""coordinates"": [152.98515394682258, -27.532610313312972], ""type"": ""Point""}","-27.532610313312972, 152.98515394682258","S, SHERWOOD",-27.532610313312972,152.98515394682258,Loading Zone Passengers 2 Min. Max
41853,SN-10-1000-1277388,WYNNUM WEST,WYNNUM ROAD,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45L,Left,0,1,0,"2 MIN MAX,20 MINS MAX",,000000000100354638,IE000000000100354638,45,da64c289-a717-44fb-839a-bb6b3a87a90e,"{""coordinates"": [153.15473171085605, -27.454700814915043], ""type"": ""Point""}","-27.454700814915043, 153.15473171085605","W, WYNNUM WEST",-27.454700814915043,153.15473171085605,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
41871,SN-10-1000-1232146,NORMAN PARK,HIPWOOD STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43ZYL,Left,0,1,0,"2 MIN MAX,BUSES EXCEPTED",":8am-9am ,SCHOOLDAYS:2:30pm-3:30pm",000000000100347549,IE000000000100347549,43,25c028d3-3c7b-49a0-8fc3-f891b8d58c81,"{""coordinates"": [153.06296640694313, -27.47399487767052], ""type"": ""Point""}","-27.47399487767052, 153.06296640694313","N, NORMAN PARK",-27.47399487767052,153.06296640694313,Loading Zone Passengers 2 Min. Max
41891,SN-10-1000-1185174,BRISBANE CITY,CREEK STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45Z2R,Right,0,1,1,"2 MIN MAX,20 MINS MAX","MON-FRI:10am-2pm ,SAT:7am-7pm",000000000100347765,IE000000000100347765,45,8db5ed17-b77f-4d61-bf15-3e057edaac6b,"{""coordinates"": [153.02877734336957, -27.467295850658097], ""type"": ""Point""}","-27.467295850658097, 153.02877734336957","B, BRISBANE CITY",-27.467295850658097,153.02877734336957,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
41913,SN-10-1000-1177683,WEST END,WILSON STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43D,Bi-Directional,0,1,0,2 MIN MAX,,000000000100347990,IE000000000100347990,43,d615ffdf-d5d1-456f-9af9-6aaac1e5a4f0,"{""coordinates"": [153.01133811158837, -27.478342126578784], ""type"": ""Point""}","-27.478342126578784, 153.01133811158837","W, WEST END",-27.478342126578784,153.01133811158837,Loading Zone Passengers 2 Min. Max
41952,SN-10-1000-1300671,OXLEY,COLWEL STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYL,Left,0,1,0,2 MIN MAX,":7-9am ,:2-4pm",000000000100348348,IE000000000100348348,43,57891e93-abec-471c-b116-934c26a97b19,"{""coordinates"": [152.97964252876235, -27.562588270701863], ""type"": ""Point""}","-27.562588270701863, 152.97964252876235","O, OXLEY",-27.562588270701863,152.97964252876235,Loading Zone Passengers 2 Min. Max
41954,SN-10-1000-1214751,BOWEN HILLS,TAYLOR STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45NNL,Left,0,1,1,"2 MIN MAX,20 MINS MAX","MON-FRI:8am-5:30pm ,SAT:8am-12noon",000000000100348385,IE000000000100348385,45,a2b7b4b5-5915-4bf1-9e89-af53515b668f,"{""coordinates"": [153.04136208586237, -27.434477009610994], ""type"": ""Point""}","-27.434477009610994, 153.04136208586237","B, BOWEN HILLS",-27.434477009610994,153.04136208586237,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
41984,SN-10-1000-1136772,NEW FARM,VILLIERS STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43ZL,Left,0,1,0,2 MIN MAX,":8am-9am ,MON-FRI:2:30pm-3:30pm",000000000100355974,IE000000000100355974,43,c34a3605-033d-485e-915c-ffcc74f32a1b,"{""coordinates"": [153.0460589571719, -27.464946395672442], ""type"": ""Point""}","-27.464946395672442, 153.0460589571719","N, NEW FARM",-27.464946395672442,153.0460589571719,Loading Zone Passengers 2 Min. Max
41985,SN-10-1000-1271464,CORINDA,RUTHVEN STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYL,Left,0,1,1,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100348704,IE000000000100348704,43,b0421508-3ef5-4eb3-8d64-2ade0cfebce7,"{""coordinates"": [152.97867671620583, -27.538836302230656], ""type"": ""Point""}","-27.538836302230656, 152.97867671620583","C, CORINDA",-27.538836302230656,152.97867671620583,Loading Zone Passengers 2 Min. Max
42035,SN-20-2000-2505164,BRISBANE CITY,BURNETT LANE,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43L,Left,0,1,1,2 MIN MAX,,000000000100445326,IE000000000100445326,43,c004d568-ce51-4b53-a829-279849ff3ed6,"{""coordinates"": [153.0237256420447, -27.470199410219507], ""type"": ""Point""}","-27.470199410219507, 153.0237256420447","B, BRISBANE CITY",-27.470199410219507,153.0237256420447,Loading Zone Passengers 2 Min. Max
42039,SN-20-2000-2588481,KEDRON,TURNER ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYL,Left,0,1,1,2 MIN MAX,"null:7 AM-9 AM ,SCHOOL DAYS:2 PM-4 PM",000000000100445332,IE000000000100445332,43,d7c8f29d-c1fc-44c6-b266-e09d515340de,"{""coordinates"": [153.0253521403247, -27.40718912583207], ""type"": ""Point""}","-27.40718912583207, 153.0253521403247","K, KEDRON",-27.40718912583207,153.0253521403247,Loading Zone Passengers 2 Min. Max
42052,SN-10-1000-1187803,KANGAROO POINT,RIVER TERRACE,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43R,Right,0,1,1,2 MIN MAX,,000000000100349356,IE000000000100349356,43,8d189233-bedf-44a4-ada9-c7835ccdfa5f,"{""coordinates"": [153.03481204091315, -27.477631085370525], ""type"": ""Point""}","-27.477631085370525, 153.03481204091315","K, KANGAROO POINT",-27.477631085370525,153.03481204091315,Loading Zone Passengers 2 Min. Max
42061,SN-10-1000-1593183,BRIGHTON,GREENWOOD STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYD,Bi-Directional,0,1,0,2 MIN MAX,":7:00AM-9:00AM ,SCHOOL DAYS:2:00PM-4:00PM",000000000100445352,IE000000000100445352,43,d96cb991-5f11-441b-b2d9-b8cfef6f3983,"{""coordinates"": [153.0550090032782, -27.29317393588544], ""type"": ""Point""}","-27.29317393588544, 153.0550090032782","B, BRIGHTON",-27.29317393588544,153.0550090032782,Loading Zone Passengers 2 Min. Max
42066,SN-10-1000-1295621,BARDON,SIMPSONS ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYD,Bi-Directional,0,1,0,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100349463,IE000000000100349463,43,a332e5c9-67e8-4b4a-b5f1-f641f437acaf,"{""coordinates"": [152.9717768423964, -27.460147423664882], ""type"": ""Point""}","-27.460147423664882, 152.9717768423964","B, BARDON",-27.460147423664882,152.9717768423964,Loading Zone Passengers 2 Min. Max
42092,SN-20-2000-2419235,SOUTH BRISBANE,CROWN STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45R,Right,0,1,1,"2 MIN MAX,20 MINS MAX",,000000000100432617,IE000000000100432617,45,a3b10136-011a-4230-8865-8638e954f8d4,"{""coordinates"": [153.02786293762406, -27.488393737388833], ""type"": ""Point""}","-27.488393737388833, 153.02786293762406","S, SOUTH BRISBANE",-27.488393737388833,153.02786293762406,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
42101,SN-10-1000-1237217,GEEBUNG,RAILWAY PARADE,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45ZL,Left,0,1,1,"2 MIN MAX,20 MINS MAX",MON-FRI:8am-5:30pm,000000000100342231,IE000000000100342231,45,1f9e251e-7c25-46fa-b6e1-60124aa36b49,"{""coordinates"": [153.0467222243697, -27.368607848335063], ""type"": ""Point""}","-27.368607848335063, 153.0467222243697","G, GEEBUNG",-27.368607848335063,153.0467222243697,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
42129,SN-10-1000-1151278,NEWSTEAD,KYABRA STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45NR,Right,0,1,0,"2 MIN MAX,20 MINS MAX","MON-FRI:8am-5:30pm ,SAT:8am-12noon",000000000100350138,IE000000000100350138,45,61402fb1-3373-40eb-9866-fc89e568d1d0,"{""coordinates"": [153.04267286170182, -27.45277381527158], ""type"": ""Point""}","-27.45277381527158, 153.04267286170182","N, NEWSTEAD",-27.45277381527158,153.04267286170182,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
42239,SN-10-1000-1183858,BRISBANE CITY,ADELAIDE STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45FL,Left,0,1,1,"2 MIN MAX,20 MINS MAX","MON-FRI:9am-4pm ,SAT:8am-12noon",000000000100343779,IE000000000100343779,45,a55b89f8-a51c-4eb8-b168-904d5414cfb7,"{""coordinates"": [153.03178676521551, -27.462885165185774], ""type"": ""Point""}","-27.462885165185774, 153.03178676521551","B, BRISBANE CITY",-27.462885165185774,153.03178676521551,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
42242,SN-20-2000-2409954,WEST END,THOMAS STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45L,Left,0,1,0,"2 MIN MAX,20 MINS MAX",,000000000100432867,IE000000000100432867,45,c98e3546-9588-46fa-bb3c-31fcb0726b5f,"{""coordinates"": [153.01136904345069, -27.48073010610847], ""type"": ""Point""}","-27.48073010610847, 153.01136904345069","W, WEST END",-27.48073010610847,153.01136904345069,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
42255,SN-10-1000-1278497,WYNNUM,TINGAL ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43R,Right,0,1,1,2 MIN MAX,,000000000100343954,IE000000000100343954,43,1e0a275b-3c37-48c5-84ff-550fe06f0ce1,"{""coordinates"": [153.1694401320668, -27.443863445381517], ""type"": ""Point""}","-27.443863445381517, 153.1694401320668","W, WYNNUM",-27.443863445381517,153.1694401320668,Loading Zone Passengers 2 Min. Max
42284,SN-20-1000-5000585,WILSTON,MACGREGOR STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45ZJR,Right,0,0,0,DAILY,,000000000100413217,IE000000000100413217,45,ee4fe22d-7516-4b8b-af55-123cd660b775,"{""coordinates"": [153.01935267470407, -27.433887510472115], ""type"": ""Point""}","-27.433887510472115, 153.01935267470407","W, WILSTON",-27.433887510472115,153.01935267470407,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
42312,SN-10-1000-1216275,SOUTH BRISBANE,STEPHENS ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43L,Left,0,1,0,15 MINS MAX,,000000000100344525,IE000000000100344525,43,229ec351-0888-4261-830e-0d6de198721d,"{""coordinates"": [153.02458378486435, -27.486908828640157], ""type"": ""Point""}","-27.486908828640157, 153.02458378486435","S, SOUTH BRISBANE",-27.486908828640157,153.02458378486435,Loading Zone Passengers 2 Min. Max
42328,SN-10-1000-1229546,WOOLLOONGABBA,CORNWALL STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43R,Right,0,1,1,2 MINS MAX,,000000000100352139,IE000000000100352139,43,a85996b6-81c1-4ee4-9b70-e57f28677a7a,"{""coordinates"": [153.03064125585823, -27.50033818972455], ""type"": ""Point""}","-27.50033818972455, 153.03064125585823","W, WOOLLOONGABBA",-27.50033818972455,153.03064125585823,Loading Zone Passengers 2 Min. Max
42332,SN-10-1000-1167525,STONES CORNER,PANITYA STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43Z2R,Right,0,1,1,2 MIN MAX,:7am-7pm,000000000100352167,IE000000000100352167,43,d92bc3a5-82cc-4972-8b04-73832492c73e,"{""coordinates"": [153.04868566836146, -27.497610916353608], ""type"": ""Point""}","-27.497610916353608, 153.04868566836146","S, STONES CORNER",-27.497610916353608,153.04868566836146,Loading Zone Passengers 2 Min. Max
42341,SN-20-2000-2412747,SOUTH BRISBANE,LITTLE STANLEY STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45R,Right,0,1,1,"2 MIN MAX,20 MINS MAX",,000000000100432698,IE000000000100432698,45,41961c38-4d2e-436e-ae6f-6ba86f1a0d6e,"{""coordinates"": [153.0227950995257, -27.479659481240095], ""type"": ""Point""}","-27.479659481240095, 153.0227950995257","S, SOUTH BRISBANE",-27.479659481240095,153.0227950995257,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
42374,SN-10-1000-1130681,SPRING HILL,BOUNDARY STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43L,Left,0,1,1,2 MINS MAX,,000000000100352697,IE000000000100352697,43,662a2e3c-8b26-4baa-82c4-15472b77b345,"{""coordinates"": [153.02304304825776, -27.46058079026058], ""type"": ""Point""}","-27.46058079026058, 153.02304304825776","S, SPRING HILL",-27.46058079026058,153.02304304825776,Loading Zone Passengers 2 Min. Max
42384,SN-10-1000-1237216,GEEBUNG,RAILWAY PARADE,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45ZR,Right,0,1,0,"2 MIN MAX,20 MINS MAX",MON-FRI:8am-5:30pm,000000000100345357,IE000000000100345357,45,9c832362-65a7-43af-9c14-0dc6c455d1e6,"{""coordinates"": [153.0464085725012, -27.368403515713034], ""type"": ""Point""}","-27.368403515713034, 153.0464085725012","G, GEEBUNG",-27.368403515713034,153.0464085725012,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
42405,SN-10-1000-1136724,NEW FARM,VILLIERS STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43ZR,Right,0,1,1,2 MIN MAX,":8am-9am ,MON-FRI:2:30pm-3:30pm",000000000100352990,IE000000000100352990,43,a45be1ab-ef8f-4b6c-a329-6b180ea364cf,"{""coordinates"": [153.0458264903506, -27.46518061970564], ""type"": ""Point""}","-27.46518061970564, 153.0458264903506","N, NEW FARM",-27.46518061970564,153.0458264903506,Loading Zone Passengers 2 Min. Max
42428,SN-10-1000-1229148,WOOLLOONGABBA,OXFORD STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43R,Right,0,1,1,2 MINS MAX,,000000000100353222,IE000000000100353222,43,0ac09055-4714-4bfe-9a68-0fa135dab2d5,"{""coordinates"": [153.0412720431332, -27.499875346860957], ""type"": ""Point""}","-27.499875346860957, 153.0412720431332","W, WOOLLOONGABBA",-27.499875346860957,153.0412720431332,Loading Zone Passengers 2 Min. Max
42433,SN-20-1000-5001449,BRIGHTON,DOUGLAS STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43WYL,Left,0,0,0,SCHOOL DAYS,,000000000100452836,IE000000000100452836,43,7b687333-3e17-4940-a2fa-09be6e551b11,"{""coordinates"": [153.05041494621054, -27.306952762243764], ""type"": ""Point""}","-27.306952762243764, 153.05041494621054","B, BRIGHTON",-27.306952762243764,153.05041494621054,Loading Zone Passengers 2 Min. Max
42457,SN-10-1000-1264118,BRIGHTON,DOUGLAS STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYL,Left,0,1,1,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100346292,IE000000000100346292,43,cc41a8bb-091f-44d8-af52-238771b6cd38,"{""coordinates"": [153.04951779841713, -27.30755953221106], ""type"": ""Point""}","-27.30755953221106, 153.04951779841713","B, BRIGHTON",-27.30755953221106,153.04951779841713,Loading Zone Passengers 2 Min. Max
42463,SN-10-1000-1232896,FORTITUDE VALLEY,WICKHAM STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43AR,Right,0,1,1,2 MIN MAX,ALL OTHER TIMES:-,000000000100346359,IE000000000100346359,43,ea3351f9-3a1e-4b69-9201-eee22f3b7cc8,"{""coordinates"": [153.03514234286786, -27.4560832968603], ""type"": ""Point""}","-27.4560832968603, 153.03514234286786","F, FORTITUDE VALLEY",-27.4560832968603,153.03514234286786,Loading Zone Passengers 2 Min. Max
42479,SN-10-1000-1214346,FIG TREE POCKET,CUBBERLA STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43ZYD,Bi-Directional,0,1,0,2 MIN MAX,":8am-9am ,SCHOOLDAYS:2:30pm-3:30pm",000000000100353805,IE000000000100353805,43,1162f1f5-1590-4b8f-aa59-c8e14b3af747,"{""coordinates"": [152.96495822143643, -27.526952858152722], ""type"": ""Point""}","-27.526952858152722, 152.96495822143643","F, FIG TREE POCKET",-27.526952858152722,152.96495822143643,Loading Zone Passengers 2 Min. Max
42499,SN-10-1000-1163059,SOUTH BRISBANE,ERNEST STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PR,Right,0,1,1,2 MIN MAX,":7am-9am ,MON-FRI:2pm-4pm",000000000100354215,IE000000000100354215,43,42c07004-3e99-4677-9455-9bfcd4b2f804,"{""coordinates"": [153.01929103172435, -27.480510805526542], ""type"": ""Point""}","-27.480510805526542, 153.01929103172435","S, SOUTH BRISBANE",-27.480510805526542,153.01929103172435,Loading Zone Passengers 2 Min. Max
42500,SN-10-1000-1237519,YERONGA,VILLA STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43ZL,Left,0,1,1,2 MIN MAX,MON-FRI:8am-5:30pm,000000000100354239,IE000000000100354239,43,7a01c0e5-2e97-4678-8366-d2edd63e239b,"{""coordinates"": [153.02057296170537, -27.51741773899147], ""type"": ""Point""}","-27.51741773899147, 153.02057296170537","Y, YERONGA",-27.51741773899147,153.02057296170537,Loading Zone Passengers 2 Min. Max
42530,SN-10-1000-1163031,SOUTH BRISBANE,EDMONDSTONE STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45L,Left,0,1,0,"2 MIN MAX,20 MINS MAX",,000000000100352601,IE000000000100352601,45,ec25f531-3924-4d07-b12e-1822b9300bef,"{""coordinates"": [153.01402184903395, -27.477329203814694], ""type"": ""Point""}","-27.477329203814694, 153.01402184903395","S, SOUTH BRISBANE",-27.477329203814694,153.01402184903395,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
42536,SN-10-1000-1192831,AUCHENFLOWER,EAGLE TERRACE,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43L,Left,0,1,0,2 MIN MAX,,000000000100352755,IE000000000100352755,43,19a95d12-dc05-413e-b78c-15c421b82342,"{""coordinates"": [152.99704386463955, -27.475377065688036], ""type"": ""Point""}","-27.475377065688036, 152.99704386463955","A, AUCHENFLOWER",-27.475377065688036,152.99704386463955,Loading Zone Passengers 2 Min. Max
